seed,frame_id,source,session_id,P_mean_px,Q_mean_px,gain_px,gain_normalized,G_hat_normalized,G_hat_px,tau_px,selected_Q,output_mean_px,output_normalized,symmetry_choice
1,TEX__shard_03_f0886,TEX,TEX,0.8942954010827757,1.1594992225427605,-0.2652038214599848,-0.0003064762638541835,5.6483746448066086e-05,0.04887721228398645,1.0,False,0.8942954010827757,0.0010334704522618734,0
1,TEX__shard_06_f0123,TEX,TEX,1.8724473466934188,1.606621860502993,0.2658254861904259,0.0003322818577380324,2.2710695702699013e-05,0.01816855656215921,1.0,False,1.8724473466934188,0.0023405591833667735,0
1,G38__G__f15878,G38,G38,1.413268427926336,1.368203058985606,0.04506536894072988,5.207868358054257e-05,-0.00013573217438533902,-0.117453439589017,1.0,False,1.413268427926336,0.0016332088475553585,0
1,G38__G__f23773,G38,G38,1.93793301177466,2.323254778224377,-0.38532176644971683,-0.00034983022598821607,0.000142849690746516,0.15734230802885918,1.0,False,1.93793301177466,0.0017594322524409566,0
1,P0__shard_06_f0228,P0,P0,0.9607928840572909,0.8910149538726393,0.06977793018465162,8.722241273081452e-05,-2.1547810320043936e-05,-0.01723824825603515,1.0,False,0.9607928840572909,0.0012009911050716137,0
1,P0__shard_07_f0807,P0,P0,4.2995409857601885,4.623930124262837,-0.3243891385026485,-0.0002945100316447167,0.0005228361114859581,0.575879724150127,1.0,False,4.2995409857601885,0.003903515258306502,0
1,P0__shard_00_f0066,P0,P0,5.039668316379208,6.396126436167613,-1.356458119788405,-0.001231516337530994,-0.0006797466776333749,-0.7487094341952059,1.0,False,5.039668316379208,0.004575470319958319,0
1,G38__G__f35828,G38,G38,3.622612022316856,5.018457577956839,-1.3958455556399834,-0.0017448069445499793,0.0013158794026821852,1.0527035221457481,1.0,True,5.018457577956839,0.006273071972446049,0
1,TEX__shard_05_f0613,TEX,TEX,2.5491550744268663,2.194175692783827,0.3549793816430391,0.0003222826430116736,0.00013465053052641451,0.14831131337855652,1.0,False,2.5491550744268663,0.002314355360670058,0
1,G38__G__f19284,G38,G38,4.554505448533698,3.4070142943974937,1.1474911541362043,0.0010417970764268572,-0.0016729662893339992,-1.8426947642846585,1.0,False,4.554505448533698,0.004134995240485657,0
1,P0__shard_00_f0296,P0,P0,2.058027027061961,3.2957587503483143,-1.2377317232863532,-0.0015471646541079414,-0.0005931127234362066,-0.47449017874896526,1.0,False,2.058027027061961,0.0025725337838274514,0
1,G38__G__f6313,G38,G38,6.976962478258084,7.106896837884877,-0.12993435962679278,-0.000117966256644904,-0.0007018380565568805,-0.7730420633328663,1.0,False,6.976962478258084,0.006334322566225543,0
1,G38__G__f0717,G38,G38,5.935746467057425,6.525976878252477,-0.5902304111950523,-0.000682085236330095,-0.0017906160792335868,-1.5494779954847715,1.0,False,5.935746467057425,0.006859499197238803,0
1,P0__shard_04_f0738,P0,P0,2.7224922288684987,2.6587655180712066,0.06372671079729209,5.785691746695449e-05,-0.00011543063737917691,-0.12714149262465213,1.0,False,2.7224922288684987,0.0024717266310999206,0
1,G38__G__f5154,G38,G38,3.0284545784375445,5.280395159303729,-2.2519405808661843,-0.002602399663194987,0.0006627513212151825,0.5735001492564074,1.0,False,3.0284545784375445,0.0034997589376429042,0
1,G38__G__f1423,G38,G38,2.0779514946294793,2.0656336261661945,0.012317868463284753,1.1183283902977632e-05,-7.460368215106428e-05,-0.08217249526937564,1.0,False,2.0779514946294793,0.0018865537954333134,0
1,G38__G__f0622,G38,G38,2.567571348812291,4.536823984504849,-1.9692526356925582,-0.0024615657946156977,0.0004638380778487772,0.37107046227902174,1.0,False,2.567571348812291,0.0032094641860153637,0
