image_id,path,max_raw_logit,max_raw_conf,top1_level,top1_box_area_norm,top1_box_aspect,top5_logits,top5_conf,grad_mass_total,grad_share_top1,grad_share_top5,grad_share_top10,grad_share_top50,n_anchors
f03890_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f03890_rgb.png,3.9737815856933594,0.9815448522567749,P5,0.05610955718572029,1.1074676563759316,"[3.9737815856933594, -10.407174110412598, -10.930065155029297, -12.017366409301758, -12.182403564453125]","[0.9815448522567749, 3.021402699232567e-05, 1.7911223039845936e-05, 6.038394531060476e-06, 5.119730758451624e-06]",0.9823911786079407,0.999138503714615,0.9991988733747289,0.9992222324894464,0.999304747803773,8400
f04102_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04102_rgb.png,3.8687477111816406,0.9795427322387695,P5,0.11311693193807741,1.3529421271258288,"[3.8687477111816406, -11.689888000488281, -11.77000617980957, -11.942618370056152, -11.99552059173584]","[0.9795427322387695, 8.378041457035579e-06, 7.73299780121306e-06, 6.507046691694995e-06, 6.171758286654949e-06]",0.9802935719490051,0.9992340664758794,0.9992634950561505,0.9992822223345048,0.9993517807969636,8400
f05563_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05563_rgb.png,3.8544387817382812,0.9792540073394775,P5,0.10496727691052854,0.9423770428856413,"[3.8544387817382812, -9.679344177246094, -10.394182205200195, -10.711214065551758, -11.44096851348877]","[0.9792540073394775, 6.255860353121534e-05, 3.0609113309765235e-05, 2.2293033907772042e-05, 1.0745975487225223e-05]",0.9802283048629761,0.9990060504081907,0.999134839422962,0.9991697425837168,0.9992726886658735,8400
f05475_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05475_rgb.png,3.848743438720703,0.9791379570960999,P5,0.06419120911438825,1.118317561831383,"[3.848743438720703, -11.999153137207031, -12.074630737304688, -12.077743530273438, -12.282995223999023]","[0.9791379570960999, 6.149380169517826e-06, 5.7023257795663085e-06, 5.684603365807561e-06, 4.629786417353898e-06]",0.9799071550369263,0.9992150297741245,0.9992376573544441,0.9992567569786924,0.9993246397196516,8400
f04124_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04124_rgb.png,3.836127281188965,0.9788787364959717,P5,0.06743984981437108,1.110809871703234,"[3.836127281188965, -10.866945266723633, -11.109193801879883, -11.235358238220215, -11.516834259033203]","[0.9788787364959717, 1.9078197510680184e-05, 1.497379707871005e-05, 1.319897455687169e-05, 9.960889656213112e-06]",0.9798138737678528,0.9990455970292755,0.9991039355115832,0.9991446933667929,0.9992563212239718,8400
f05368_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05368_rgb.png,3.819944381713867,0.9785415530204773,P5,0.11162141399436223,1.292045625994682,"[3.819944381713867, -11.164159774780273, -12.114013671875, -12.171283721923828, -12.281643867492676]","[0.9785415530204773, 1.4172969713399652e-05, 5.4821171033836436e-06, 5.176978902454721e-06, 4.636046924133552e-06]",0.9794340133666992,0.9990887999252199,0.9991189237505733,0.9991393714380858,0.9992354025419397,8400
f04743_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04743_rgb.png,3.817964553833008,0.9784998893737793,P5,0.06607008156377674,0.9598063702092916,"[3.817964553833008, -10.258532524108887, -11.376022338867188, -11.38478946685791, -11.574211120605469]","[0.9784998893737793, 3.5055865737376735e-05, 1.1467039257695433e-05, 1.1366946637281217e-05, 9.405456694366876e-06]",0.9795381426811218,0.9989400583171772,0.9990087576776403,0.999046971316587,0.99917007034778,8400
f04085_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04085_rgb.png,3.809758186340332,0.9783266186714172,P5,0.14957062807854982,1.5441218603396978,"[3.809758186340332, -11.573286056518555, -11.73250961303711, -11.86982536315918, -11.908561706542969]","[0.9783266186714172, 9.414161468157545e-06, 8.028461706999224e-06, 6.998376647970872e-06, 6.732470410497626e-06]",0.9790018200874329,0.9993103164854634,0.9993421583355784,0.9993632847638574,0.9994281252425811,8400
f05096_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05096_rgb.png,3.768352508544922,0.9774309992790222,P5,0.04998910458677756,1.139900845091461,"[3.768352508544922, -11.467535018920898, -11.534123420715332, -11.682180404663086, -11.796798706054688]","[0.9774309992790222, 1.0464254046382848e-05, 9.790155672817491e-06, 8.442864782409742e-06, 7.528564310632646e-06]",0.9784190654754639,0.9989901400828064,0.9990271790421872,0.9990576387127305,0.9991737509768416,8400
f03713_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f03713_rgb.png,3.7616329193115234,0.9772822856903076,P5,0.05794777164368156,1.5622524597120715,"[3.7616329193115234, -10.930585861206055, -11.146286964416504, -11.412869453430176, -11.978618621826172]","[0.9772822856903076, 1.790189890016336e-05, 1.4428554095502477e-05, 1.1052205991290975e-05, 6.276959084061673e-06]",0.9781399369239807,0.9991231814576856,0.9991738808132493,0.9991977680096207,0.9992742436000442,8400
f05439_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05439_rgb.png,3.7446823120117188,0.976902961730957,P5,0.06516274575521151,1.639072678614497,"[3.7446823120117188, -11.41878604888916, -11.644972801208496, -11.808670043945312, -11.839092254638672]","[0.976902961730957, 1.0987008863594383e-05, 8.762918696447741e-06, 7.439719411195256e-06, 7.21679634807515e-06]",0.9778785109519958,0.9990023819829223,0.9990375518733026,0.9990621159388541,0.9991602502950279,8400
f04222_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04222_rgb.png,3.7405471801757812,0.9768094420433044,P5,0.05469103167368985,0.8871731066595646,"[3.7405471801757812, -10.843791007995605, -11.104606628417969, -11.401542663574219, -11.53831958770752]","[0.9768094420433044, 1.9525085008353926e-05, 1.5042641280160751e-05, 1.1178101885889191e-05, 9.749161108629778e-06]",0.977801501750946,0.9989854180977784,0.9990422307830026,0.9990808780388309,0.9991965150172325,8400
f04580_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04580_rgb.png,3.738469123840332,0.9767623543739319,P5,0.14336802367442034,1.0823209672806349,"[3.738469123840332, -10.363046646118164, -11.496943473815918, -11.797503471374512, -11.8599271774292]","[0.9767623543739319, 3.15771067107562e-05, 1.01610012279707e-05, 7.523260592279257e-06, 7.067991646181326e-06]",0.977530837059021,0.9992138532556158,0.9992714743425191,0.9992950715495366,0.9993709850449805,8400
f05239_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05239_rgb.png,3.7376575469970703,0.9767439365386963,P5,0.12802161988352964,1.5055324872866522,"[3.7376575469970703, -10.696578979492188, -10.914186477661133, -10.946765899658203, -11.029976844787598]","[0.9767439365386963, 2.26216852752259e-05, 1.819789395085536e-05, 1.7614580428926274e-05, 1.6208203305723146e-05]",0.9779216647148132,0.9987956824982905,0.9988720532574201,0.998918802157861,0.9990894630721171,8400
f04583_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04583_rgb.png,3.7299060821533203,0.9765672087669373,P5,0.0321888519014135,1.3459513369226344,"[3.7299060821533203, -10.142081260681152, -10.978559494018555, -11.375944137573242, -11.508846282958984]","[0.9765672087669373, 3.938519148505293e-05, 1.7063368431990966e-05, 1.1467936019471381e-05, 1.0040774213848636e-05]",0.9774959087371826,0.9990499193275958,0.9991296161017972,0.9991570556950571,0.9992554113926753,8400
f03903_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f03903_rgb.png,3.71417236328125,0.9762044548988342,P5,0.037970730032828894,0.911941865934955,"[3.71417236328125, -11.047951698303223, -11.322282791137695, -11.490893363952637, -11.693645477294922]","[0.9762044548988342, 1.5919471479719505e-05, 1.210012396768434e-05, 1.0222661330772098e-05, 8.346620234078728e-06]",0.9772299528121948,0.9989506073668644,0.9989983042595765,0.999032033647901,0.9991622547040908,8400
f04050_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04050_rgb.png,3.7048187255859375,0.9759861826896667,P5,0.07594329948043424,1.2664588565340922,"[3.7048187255859375, -11.132547378540039, -11.408181190490723, -11.549666404724121, -11.607562065124512]","[0.9759861826896667, 1.4628161807195283e-05, 1.1104142686235718e-05, 9.639165000407957e-06, 9.09695154405199e-06]",0.9771726131439209,0.9987858537598214,0.9988313575576196,0.9988601481642695,0.9989962935753761,8400
f03611_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f03611_rgb.png,3.7013845443725586,0.9759055376052856,P5,0.09102238767827885,0.8027119877223574,"[3.7013845443725586, -10.95091438293457, -11.545490264892578, -12.014945983886719, -12.106742858886719]","[0.9759055376052856, 1.7541658962727524e-05, 9.67950290942099e-06, 6.0530273913173005e-06, 5.522121682588477e-06]",0.9767675399780273,0.9991174948619186,0.9991572204078245,0.9991805919655541,0.9992845130172864,8400
f05126_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05126_rgb.png,3.691865921020508,0.9756807088851929,P5,0.0726972949776723,1.2617883157011862,"[3.691865921020508, -7.783930778503418, -10.268113136291504, -12.041740417480469, -12.259054183959961]","[0.9756807088851929, 0.0004161990073043853, 3.4721622796496376e-05, 5.89299452258274e-06, 4.741965312859975e-06]",0.976935088634491,0.9987160050203014,0.999188542018057,0.9992074557003429,0.9992917131043326,8400
f05463_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05463_rgb.png,3.6879396438598633,0.9755874276161194,P5,0.07112405235466213,1.073799492338762,"[3.6879396438598633, -10.330265045166016, -11.411087036132812, -11.607959747314453, -11.64291763305664]","[0.9755874276161194, 3.262937025283463e-05, 1.107192292693071e-05, 9.093334483623039e-06, 8.780945790931582e-06]",0.976421058177948,0.9991462386489449,0.9992092970985117,0.9992435427811902,0.9993266847059818,8400
f04691_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04691_rgb.png,3.6828861236572266,0.9754667282104492,P5,0.037702387263013865,1.094826427690988,"[3.6828861236572266, -9.5950288772583, -10.0667724609375, -10.518522262573242, -10.520452499389648]","[0.9754667282104492, 6.806162855355069e-05, 4.246565367793664e-05, 2.7030377168557607e-05, 2.6978252208209597e-05]",0.9765685796737671,0.9988717111258218,0.9990401671083347,0.9990896663118919,0.9992014820220235,8400
f05201_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05201_rgb.png,3.681283950805664,0.9754284024238586,P5,0.17192174352054962,1.2257611286541286,"[3.681283950805664, -10.418148040771484, -11.421199798583984, -11.438369750976562, -12.041234970092773]","[0.9754284024238586, 2.9884282412240282e-05, 1.0960520739899948e-05, 1.077393699233653e-05, 5.895974027225748e-06]",0.9761835336685181,0.9992264454186994,0.9992853672097607,0.9993061882778974,0.9993750626616457,8400
f04630_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04630_rgb.png,3.6791152954101562,0.975376307964325,P5,0.22343652875301132,1.137007110213199,"[3.6791152954101562, -9.217743873596191, -11.317296028137207, -11.81054401397705, -12.159796714782715]","[0.975376307964325, 9.925253107212484e-05, 1.2160614460299257e-05, 7.425790499837603e-06, 5.236789547780063e-06]",0.9762469530105591,0.9991081713048637,0.999235287574,0.9992530545453346,0.9993327311693609,8400
f04406_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04406_rgb.png,3.6761960983276367,0.9753061532974243,P5,0.07674827321822704,1.0426855588964996,"[3.6761960983276367, -9.73988151550293, -10.624494552612305, -10.944084167480469, -10.991846084594727]","[0.9753061532974243, 5.888404484721832e-05, 2.4312525056302547e-05, 1.766188142937608e-05, 1.683815753494855e-05]",0.9762688279151917,0.9990139246586177,0.9991344442997476,0.9991951925484428,0.9993361651175253,8400
f05329_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05329_rgb.png,3.6758108139038086,0.9752968549728394,P5,0.04054033263177189,1.2538353506735134,"[3.6758108139038086, -11.562335968017578, -11.769747734069824, -11.944038391113281, -11.950539588928223]","[0.9752968549728394, 9.517812941339798e-06, 7.734996870567556e-06, 6.497813046735246e-06, 6.455707080021966e-06]",0.976163387298584,0.9991123081063892,0.9991432655826624,0.9991706205123871,0.9992734457392988,8400
f04134_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04134_rgb.png,3.674673080444336,0.9752693772315979,P5,0.046265775883600785,1.052624582012445,"[3.674673080444336, -10.294597625732422, -10.507078170776367, -10.570945739746094, -10.77588176727295]","[0.9752693772315979, 3.381413989700377e-05, 2.734148256422486e-05, 2.564988608355634e-05, 2.089704867103137e-05]",0.9765599370002747,0.9986784633284865,0.9987887541452898,0.9988585785472948,0.9990224583719305,8400
f05055_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05055_rgb.png,3.6742544174194336,0.9752593040466309,P5,0.059032749139770434,1.2617961961305233,"[3.6742544174194336, -10.272533416748047, -10.308110237121582, -10.464831352233887, -10.544532775878906]","[0.9752593040466309, 3.4568489354569465e-05, 3.33603129547555e-05, 2.8521286367322318e-05, 2.6336387236369774e-05]",0.9762442111968994,0.9989911262581921,0.999116960728167,0.9991813738120212,0.9992681330462931,8400
f04326_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04326_rgb.png,3.6700687408447266,0.975158154964447,P5,0.10625719930840205,1.180320347294533,"[3.6700687408447266, -9.770844459533691, -9.949586868286133, -10.143338203430176, -10.433239936828613]","[0.975158154964447, 5.7088858739007264e-05, 4.774507397087291e-05, 3.9335722249234095e-05, 2.9436669137794524e-05]",0.9762380719184875,0.9988937975427261,0.9990716520386992,0.9991658605822235,0.9993005488822978,8400
