frame_id,accepted,rejected,fallback,fallback_reason,cond_max,rotation_update_norm,translation_update_norm,observed_before,observed_after
filterval:outside:1778651516783228672,0,4,False,,35.51023835643029,0.0,0.0,3.051044141989569,3.051044141989569
filterval:outside:1778651518865604096,0,4,False,,53.222984576451665,0.0,0.0,1.3149264154589688,1.3149264154589688
filterval:outside:1778651528574938624,0,4,False,,37.553224589807506,0.0,0.0,2.3082201628023062,2.3082201628023062
filterval:outside:1778651530557153024,0,4,False,,60.92051153809717,0.0,0.0,12.973728965033457,12.973728965033457
filterval:outside:1778651534387246080,0,4,False,,91.17501939359768,0.0,0.0,5.690764584976525,5.690764584976525
filterval:outside:1778651569891693056,1,3,False,,76.33327449685795,0.04716851513329339,0.49777015898918675,14.132402369300026,10.036221284997637
filterval:outside:1778651571906584064,4,0,False,,170.95700002044634,0.166176557897394,0.41818993287141704,8.180589968408393,3.945584474071088
filterval:outside:1778651577517179648,0,4,False,,55.9824485536148,0.0,0.0,6.492598461023808,6.492598461023808
filterval:outside:1778651579432408064,4,0,False,,120.67199230221092,0.051871924829319606,0.9302680992585554,11.528620064043045,6.092557692476312
filterval:outside:1778651583329453568,0,4,False,,55.349604452368446,0.0,0.0,11.965538815476059,11.965538815476059
filterval:outside:1778651585345475584,0,4,False,,35.7893973030113,0.0,0.0,3.978110352606919,3.978110352606919
filterval:outside:1778651587361112320,2,2,False,,80.98443648139425,0.04344428446397407,0.7575819502584615,13.758772964741606,7.836809114707955
filterval:outside:1778651641769099008,4,0,False,,312.4717773781071,0.29759770178526557,0.5249540974275732,10.203615675422192,4.693865800524158
filterval:outside:1778651643683196416,2,2,False,,46.3944089973442,0.0901913637641017,0.34449369683701714,17.375659811345134,4.217881265478217
filterval:outside:1778651651444080384,1,3,False,,82.75898126429598,1.5826244989730464e-08,1.1900831349647184e-08,4.523916131338758,4.523916106414741
filterval:outside:1778651661590473216,4,0,False,,62.03000247728868,0.07408093198883232,0.44868781248807804,17.97076530512354,7.5323433077159665
filterval:outside:1778653337772735232,1,3,False,,70.82245106832589,0.013947412342630616,0.4998054318321728,12.064581857965333,3.9849435065342695
filterval:outside:1778653345465966336,0,4,False,,37.98444610125055,0.0,0.0,1.9196782906263188,1.9196782906263188
filterval:outside:1778653364045039360,0,4,False,,15.366435132825698,0.0,0.0,6.766244049668384,6.766244049668384
filterval:outside:1778653378457989888,4,0,False,,63.05448180768469,0.13817691405716645,0.13163619476705496,18.039649780114154,4.760959586947852
filterval:outside:1778653390451955456,0,4,False,,29.441298928192914,0.0,0.0,5.1645273566910515,5.1645273566910515
filterval:outside:1778653424183454208,1,3,False,,53.337890359351626,0.016897482374247007,0.4997143935183497,14.138019506190554,6.42197876103895
filterval:outside:1778653427207115264,1,3,False,,68.71464092042486,0.013901749576848175,0.4998067039953572,12.428555407390391,4.451802777253544
filterval:outside:1778653429693238272,0,4,False,,118.74984959335606,0.0,0.0,2.1315985801193515,2.1315985801193515
filterval:outside:1778653453647432960,0,4,False,,85.54262245189625,0.0,0.0,7.121795303070888,7.121795303070888
filterval:outside:1778653455932024064,0,4,False,,16.266071965449722,0.0,0.0,4.231441784931047,4.231441784931047
filterval:outside:1778653458082420992,2,2,False,,38.727548737227984,0.04133637179280375,0.5562460518802603,18.04965714044753,12.313420865724023
filterval:outside:1778653498432396288,0,4,False,,112.06356548364079,0.0,0.0,8.820269441383667,8.820269441383667
filterval:outside:1778653522084302848,0,4,False,,109.88802010827996,0.0,0.0,1.6801087231965193,1.6801087231965193
filterval:outside:1778653524402450688,3,1,False,,149.35475173198637,0.09319800337632599,0.6628545953127507,18.073455378684613,2.336087698566712
filterval:outside:1778653526754124544,0,4,False,,172.57439204801375,0.0,0.0,4.797180024016622,4.797180024016622
filterval:outside:1778653539789436160,3,1,False,,104.25259279229766,9.18517861585257e-09,5.1216571197476345e-09,5.496162795043165,5.49616259408235
filterval:outside:1778653547248477440,0,4,False,,111.13675875051474,0.0,0.0,4.438051663551837,4.438051663551837
filterval:outside:1778653554639401216,0,4,False,,14.170176425831956,0.0,0.0,6.349311198089653,6.349311198089653
filterval:outside:1778653557293510656,2,2,False,,46.66077812658415,0.022564035454815196,0.5333516107727554,14.41738536545234,5.413718983792311
filterval:outside:1778653560115684096,3,1,False,,92.9248709550512,0.014303662161285202,0.7356245304525921,10.57296867059901,3.0355066949021037
filterval:night:1779449171575465984,3,1,False,,34.381595460562714,0.04013462675643134,0.5133812564884066,16.641006114789654,7.356381647467297
filterval:night:1779449173709591552,0,4,False,,22.869733373850224,0.0,0.0,11.707990310168675,11.707990310168675
filterval:night:1779449178279663872,0,4,False,,129.4302391887578,0.0,0.0,3.0149488091561203,3.0149488091561203
filterval:night:1779449180481178880,3,1,False,,36.3763099085851,0.02945687990284164,0.5307775252152614,17.442884851151682,10.665359471798986
filterval:night:1779449182916275200,0,4,False,,24.861576871064564,0.0,0.0,6.946789821832131,6.946789821832131
filterval:night:1779449185084437248,0,4,False,,25.762174137836492,0.0,0.0,11.952561927157014,11.952561927157014
filterval:night:1779449191722656768,0,4,False,,40.24115189367513,0.0,0.0,7.892190838274057,7.892190838274057
filterval:night:1779449194023912448,0,4,False,,35.58943405258487,0.0,0.0,7.042388250678586,7.042388250678586
filterval:night:1779449196392532480,2,2,False,,39.46908697883129,0.05031479445156365,0.5430896079886808,18.460467041904284,12.155380415845949
filterval:night:1779449198527179520,0,4,False,,20.704410240406883,0.0,0.0,13.378340657297283,13.378340657297283
filterval:night:1779449231735721216,2,2,False,,59.84016086455522,0.1634512828292447,0.13205994574668423,12.250727431753312,4.617781781132866
filterval:night:1779449234136754176,0,4,False,,72.89621006531785,0.0,0.0,8.98744793333539,8.98744793333539
filterval:night:1779449236238168576,4,0,False,,49.357291838294,0.1639947882969234,0.0985678015373452,16.398765115328004,8.59943059054671
filterval:night:1779449240774612992,2,2,False,,54.15961575520966,0.15950973548702838,0.1497588962250076,12.64434258806385,4.217540393228777
filterval:night:1779449243243076352,2,2,False,,44.2169644774277,0.15631241103848495,0.08214587205012797,14.47520327064815,4.740348380682677
filterval:night:1779449245478053376,0,4,False,,32.233416875036696,0.0,0.0,5.5319097421226235,5.5319097421226235
filterval:night:1779449247779662080,0,4,False,,40.14008509166144,0.0,0.0,7.839307778898128,7.839307778898128
filterval:night:1779449254651112192,4,0,False,,64.75664656888966,0.18448656422533374,0.1257106198691919,15.455858473342175,10.013322110163017
filterval:night:1779449256919425024,1,3,False,,28.3728710171324,0.12194646481973698,0.10624896384497044,19.695769851096188,7.000454238827239
filterval:night:1779449263958007040,2,2,False,,39.65488910826395,0.13702299220112563,0.20433186430973677,18.76083329699706,9.400079753019334
filterval:night:1779449266426633216,4,0,False,,38.63232253358924,0.16555590984101426,0.0692207866083874,17.11649921247793,7.634588316408592
filterval:night:1779449268560877056,0,4,False,,54.82110788049811,0.0,0.0,50.649430175065845,50.649430175065845
filterval:night:1779449302793770240,1,3,False,,34.2312502652617,0.020372076407332674,0.41101221565597423,15.929934664791453,5.470287475092753
filterval:night:1779449305228291328,2,2,False,,34.240843715183914,0.019612958947233833,0.4673667860819659,16.074351391528655,5.3603754673436
filterval:night:1779449309498034944,3,1,False,,97.41651040998637,0.03588275656883337,0.7164442530177159,18.86053922397901,4.014365067968326
filterval:night:1779449314101526272,1,3,False,,26.7144187422504,0.021650868023313754,0.3479901336194237,18.189527933260177,7.018103861201863
filterval:night:1779449316336256768,2,2,False,,18.95549516096357,0.03943299004841687,0.2760850357038318,20.383128733899678,6.341046354226377
filterval:night:1779449318604401920,0,4,False,,28.174356390159883,0.0,0.0,7.085886492987415,7.085886492987415
filterval:night:1779449320806001408,0,4,False,,14.648265012049187,0.0,0.0,6.231964198522333,6.231964198522333
filterval:night:1779449325409244928,0,4,False,,11.657127389325867,0.0,0.0,6.543352547909776,6.543352547909776
filterval:night:1779449327510928384,4,0,False,,51.61710249434294,0.11631003734673565,0.4745689215557722,23.544627072498646,8.735673516183065
filterval:night:1779449331847057152,4,0,False,,57.841353384679685,0.08927523632937864,0.46743786078756855,32.91170145771863,16.253602747189415
filterval:night:1779449334048644864,3,1,False,,82.71428790097353,0.09176137220108048,0.216005688100716,24.239749203868467,2.2140134586000046
filterval:night:1779449336550657792,4,0,False,,174.97761182914851,0.033229069948643136,0.42007498754883377,27.476311697692676,11.569653502347276
