image_path,image_sha256,capture_session,paper_condition
data/pallet/raw_data/outside/capturepallet01/rgb/1778651488900632064.png,9bced5a8a95efa718479be18960dfd3ce13d55c584fdd043f614283b0330c9b9,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489134974464.png,a7c15b27f3adff03bbdf31253317e584cc78a06d42df385ad775dc01f50d30bb,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489202195712.png,20fb9deaa59c3600f98cefc736a88cd8080f37f73d50002b945da9bc2130f890,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489235832576.png,50d4c51530f9aa47b2c8a298a97aa234bc855830e46fd30bff7605be575a9814,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489302867968.png,6b16b36ff079c0f8c6f46a123f376d3c8cc8540453d46901749ad8310869ce58,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489370367744.png,534494d88cd86ff588d7a7f0ffc6c56d45d5cfa8ff1f3fe78cd7785a5c29d394,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489437160960.png,463671948bff425de71ff06203af33f45ef6751ac3454e6fa88c6c27ba0d53cb,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489504339712.png,834916e95c3663c54f128a56f71b987a9df0cb672a0e8e9e9072732d5d45a946,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489571578368.png,15465d38e6a19d95d93eac5939e0aa5906f21c1b4e91ea53aac3d4ea14eccdc9,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489638620160.png,08406c2720aadebdf86ec4c5e6c1e55fa78cbeb4aa840ac01480567f55cf9ec7,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489672216064.png,ef375cac70425bbe066354999a202e389a0270204a80b3983f677ed21cb6ccce,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489739301120.png,97a880916017ea162ddffee9b8f4db21f9a778118a169b4f2dc4c4dfd7f43a9b,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489806957568.png,c121f7894f090c1743c8eb35130b25915d3604e7c4d6b866ef494a8ea0b1c2f2,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489873783808.png,acc8fb6f6c430ef26f9586ecb15f953f21832593c48ce01e8263dc35850976b6,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489941048064.png,85597680061ace591089ced06924c8e3f1bdb8bd29edbe36ec114574d0096a0f,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651489974534912.png,89c4f6ebdd2abe6ebe1d19555732a9763d5bd24fe7f293c84da23cc5b0efc5d6,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490041890816.png,f765ef06c8d3e332ebeb52a3d7a1628eff65603a8e4c2d58c98a072c4b27c492,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490109133312.png,1cfdfbe8091e3d459d4e7f509df17faddf514c4fc563c2f0e0000396460342eb,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490176271872.png,d1c5002c8fd078a26a51aec8bb18a0cdf683726bb629591f194f79be41da04b2,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490243496448.png,964d52f8c1b1aeef5ac5e820dbeaeb3cea14cf6e64d120eab7907cfce128a394,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490310670848.png,f1bc6e8a26faf3245bd383a2032f240bcc7116116d6321f594c2cd213425030a,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490377737216.png,00529008bd6cafb774b61bfc7bbef98e44573609214ac81283e8911a5122c5a2,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490411493120.png,d945c8935b883e20162d1ef61789385bf31e882ac8b7aadd7e7e532055766791,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490478626816.png,fff7b477865469703701e39d4a477059a0fe3ffdc23117c600615f3cb9e67877,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490546186752.png,4c4f184216caeb2ac48737bb2ea82bb7710e32ea8dffae9df5544928ef0d3d2c,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490646779136.png,dc8e3d6ef348d71b53b13d8ae4d9dd7aaf6e401ba41415551fa3b7f4d96ca1d5,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490713883648.png,8c14bda752db38c31c55d1c86d672362efe87dcdb5938ca73dcf7df72f1f1745,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490781239808.png,f59f6a6536142d21c038dc4591de660ed53a8b19a19a76e4e5307b91b5a93afb,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490848228096.png,91f9fcaf88dd6f6b72032f32eb2cb6a2230e0ba11db66cce5518a3562518d4d2,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490915459840.png,7cdcb84adc493da84e5cf7a6e2c359ba963b7c54325388d7e3f280272fecd063,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651490983007488.png,d363e863c3b5153971a899e076f983510489a6d43ed9efa506d4b2f1289831db,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491049825792.png,27554a3fcc2ce227cf1d60e6d83c513abf3c109d6d3d17836c0cfb057283b00d,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491150542848.png,ecddf622295578f29c539cf5ba2240f15cae7ba32942a0cf82c5091feb638cf8,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491217872128.png,116616c055a97cef62cb776822fb8d636dbebf91a1bf91a40ec2f0ff8fbe8cab,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491285059328.png,54f9fe7b27443a9ef4e2c5530f893a576e3f96497ed0989d4e38aff57718af4a,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491352184576.png,21e82c65d93a60096c106eb94f0f23a479fc3759b3362d0cf417247f2bb0779c,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491419763968.png,cd254b246d14e261d2ee594c63457b086a5a8df5410afe5e5521511d4c409692,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491486768384.png,71f0263da78a1ab48ceee4602132bae5e02adb36bcc332f4237b01eb0a16388f,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491553864704.png,2a21bcd9d0ae7ed18cf2e1cf66c3dbc2dea4912e6a3fcf6fa4d0e718f25819ef,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491620902912.png,4b9d8045a462491b8cdf217da2da51463bfe7f446e3e55fc8e3fc17cfb6da451,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491654703616.png,db362471a70bd1779a06dbe4db1093c2b01a15d73b7aeca039dee95ebcdd0752,capturepallet01,day
data/pallet/raw_data/outside/capturepallet01/rgb/1778651491721746944.png,ea848c3de48c629a4bbc0e99b1c6d44e19a6b46e656f0ae75e7a00b1872a1652,capturepallet01,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654224965159680.png,2b01231f15b94c5a489601fbe04e3c8fa24e0b6fd8729e97cc1993bf5b159989,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654225032481792.png,5014373ca73b10ebfc8d3b299e7060c210cb6640999bd851836997577095153b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654225099178496.png,63732ebf4c9a4c75a5a326be69f6db18eabbf4056ca173492513085f365cfa11,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654225200260608.png,cef23044dd0849d73f8beb576ffd965688c37d6142adfa9bfc2eb43dc5722928,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654225334948608.png,c468cc5cab60c06bfb6e7fe3e6b4b600a0cee0f020f09648b0f03edcf34d4fcb,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654225502940928.png,af702004226b7361334ebb8278aadf794c43c6e1b7ca21454456f996f142607a,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654225671027712.png,8233310ed93adbbcf1d694864ad7f56bf0341561bc270564a3300f1560c9b102,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654225839158784.png,b7d571b3f94f8d1e990cf75564c02e490336c73eea7c68b7901ec6062927b6eb,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226006875904.png,dfbcf7b63a78283a7e7af57c1a0621e071f74adad3a0110164524416e57c948c,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226107101952.png,db8453d55a0e25f035d273cd65303439eed9f32cbd3d45b09f59de07906703b8,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226174344448.png,10b352e2c49b5e99ebc64a75eafd68c23fbccb383d5f36abf6c13c01e1e5b668,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226207955712.png,0aaf8495bffc8a5abc02929458cec3f9e40f188c8c12b9dabad419db33df8ab7,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226275115264.png,6d59672ca0ee3ba28b926cd0d960c6148528357586e18851d48efdaf91a59360,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226342397184.png,1e8e7d7f4e1761944f9525b08ecabcf32f4d98a1cecdf11b3f7fcd9690585313,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226409594112.png,0590bbbec11b72e31f87e7061b0e3a92defee7c8362b82d09f404971eb68ec4e,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226476708864.png,d8136c80b94b27bb0296c1d2640140ef9c1d7f4ce9d665cf28e98e3eb45b1699,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226510324224.png,9f934b8aaaae3ff944b708fc36a0096a33484d1703380133fbdeafb30a7566a2,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226645386496.png,31c49652ec8eb33f5abd4e09882a65d474573bf47222680a76be9c92aedd231b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226779206912.png,6e3e1b6d9836f99a72f9e8b99c5a75ee2918c7bf4fd5f20c887e0303c63d1e1e,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226880439808.png,5acda59548e030cff495cea8a8459939aff0b0f226631266a854fce084f647cf,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654226947087104.png,7703bd0a04b44c539aa5bd4a21b0960311ceda280045ac57cf8981787b0223c6,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227014724352.png,4ef23c5bc49f3e1b913d3b6a00769bb985ef278e754c745c7de1a4f2f15345da,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227047886592.png,7540c1cd136808bb7df643e47c48d039fad4f7c27d54dfdca6344617bb73637b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227115245568.png,9fe90ed141cb53c76c45d00a9634fe83f9fe6f644470ec580112b011dcb7d4a0,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227182516480.png,5544a5630492c67bac22856a7bde4c58bb53f5a16852aea1762cb4e709544ae0,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227249307136.png,e44042f7edaf9224c7bd8becff8264f9c0594ec235f5e6008023eb5ccbc38a4b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227282946816.png,01be2c4b428b9b84812d5b4fb642feabe13238ed8ddf05f224379253ecbc3b2b,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227350087168.png,e9a9d3c4867c3a61fff5529b93a8b029a31e4caeec642bc9942677d4b3ba1556,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227417418496.png,48b4f28253399a9fa7a35171eb7404a481960f2d7fda86c9b43f12e4123c35f5,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227484558336.png,ad4933b2a16a8e405f17760d0d631a1e0a44f1102d3bccd725ef16332f7b1bea,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227619173120.png,35db8c2a5868a94ce74783afbeb71e930b7a402361ce558488fa9b9f0e9ac824,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227753460992.png,7afc55cf8ca9c01ca1e95ff6cbbaf82195d3c0c85123ef9fbf241a62a0cde381,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227854539264.png,2fafdfa8e644d47a13b0456fedb161d09194577153d3b9971ed05dac3a715f6d,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227921587200.png,156229fb8befe7016216057b624472c3479b29b44a071c6dd50dd3a334c0856a,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654227988647168.png,5e005fa463494a6cb6e111741291b7de22863886909341a0f4754ff61184f2d0,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228055900928.png,c26787013885751770a104f21d1935fe817c92b950a96701ad74523fe3699548,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228089362688.png,b5524437f7e550c904cee5bef2a2e191ae56e651c308a7ecdf494b6377a66e75,capturepallet10,day
data/pallet/raw_data/outside/capturepallet10/rgb/1778654228190292480.png,eb219250e00b232263844555b7e7baf2fe40af4e3b769009a9093e2677864fd1,capturepallet10,day
