image_path,image_sha256,paper_condition,capture_session,box_conf,kp_conf_median8,valid_corners,s_reproj,s_remove,s_flip
data/pallet/raw_data/outside/capturepallet10/rgb/1778654254664624896.png,ef62e97ab194dffc8219f4167d31bf5f641b9e8409c545634cc73a8f4b8b5f5c,day,capturepallet10,0.8618321418762207,0.9906304180622101,8,0.0020739061763205015,0.003514989603499418,0.02092223547448904
data/pallet/raw_data/outside/capturepallet10/rgb/1778654254832357120.png,9bbbabc8b6f817c2e3f382915450784a31d5a2e04ebefaf658cdf26c4780a57c,day,capturepallet10,0.8601992726325989,0.9921139776706696,8,0.002219191661817955,0.003997966697313119,0.016056500816879853
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255403535872.png,822ae3cc6e8642fe10915f92184552783a908ef2177b0f5f40fdf0ec2fb5568d,day,capturepallet10,0.9105423092842102,0.9951911866664886,8,0.003963279770253599,0.006207587669353168,0.00749938256414218
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255437357824.png,0ca53b3ab13f3678f3b2831e640d53f4e94500452dc64cbf7dd343e9e8d77fac,day,capturepallet10,0.8835710883140564,0.9929624497890472,8,0.0016785457610814477,0.0026048921066563675,0.005708639673086244
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255504357632.png,e4163572fdec96847e38b7a4ad839e69044331bd3683e73065aef1a26a2fe44f,day,capturepallet10,0.8886759877204895,0.9952332377433777,8,0.004664904823259579,0.00761360902559004,0.012099898224479017
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255571857920.png,7f9e14462cebab90c082a108b8f1644af7810d9ceef47dd73fa37604347f3428,day,capturepallet10,0.8844171166419983,0.9955051243305206,8,0.0029539485939682614,0.0047301465148642495,0.019218067150824657
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255739666944.png,763a8b7c6ab1135fce67d29f923b448b75d60df9e43e590dfcdc9b965c2df112,day,capturepallet10,0.8907702565193176,0.9959875643253326,8,0.000935287796611242,0.0016247113644601865,0.03580903041962634
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255806924544.png,c0c1e5cbdcd9822a54a657e2272c1c51b32a311f03d3cadf3251fc80d0b3f9e5,day,capturepallet10,0.9157055020332336,0.9957888424396515,8,0.0015965515704188425,0.0025381844444590427,0.012568349549503083
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255874173952.png,c1b5823c86fef38994124cf044b54fedef2bae848f3e022e93beeed9107bc079,day,capturepallet10,0.8721565008163452,0.9968012273311615,8,0.0035965949239104384,0.005927031604023253,0.03771199454253574
data/pallet/raw_data/outside/capturepallet10/rgb/1778654255974815232.png,5de0c4ab65e84871926ff19893b11b8d51da2c3c4f81d0fe2d8d040987571c13,day,capturepallet10,0.9016878604888916,0.9965521097183228,8,0.00277686201858746,0.004338355285950871,0.030199768537568582
data/pallet/raw_data/outside/capturepallet10/rgb/1778654256042052608.png,cadb89fe4d305784c231dc7b886b4ae2e6f8d171bed06740dfd0c496851dbb9b,day,capturepallet10,0.8793189525604248,0.9964281916618347,8,0.001242329635421092,0.002092966171180391,0.02805873819626021
data/pallet/raw_data/outside/capturepallet10/rgb/1778654256310691840.png,c23b8588ec6cddc86ce44f8ca0767b2d530c0143e3c3d1ecbcf5430caa7febdf,day,capturepallet10,0.8564229607582092,0.9965074062347412,8,0.0015361357561071909,0.002703728495242423,0.02311195024480086
data/pallet/raw_data/outside/capturepallet10/rgb/1778654256579462912.png,1abb17d12555fba84d40e09be7cf3c3f85aa2355bd748111f0f9fa8335d7221c,day,capturepallet10,0.8801310062408447,0.9957734048366547,8,0.005263396399688915,0.008539287202535861,0.013549725295578798
data/pallet/raw_data/outside/capturepallet10/rgb/1778654256646760704.png,b3af392ef5cd2f4a16d41a0a319cf9768c3b7ea977255d1205cff3fbb49a7389,day,capturepallet10,0.8804597854614258,0.9959089159965515,8,0.0071143612716256755,0.011510914101379176,0.013959440875096329
data/pallet/raw_data/outside/capturepallet10/rgb/1778654256713803776.png,f3cf99e7da16a3bdc58e945a66de2c72ffada17fc604842b555fd8c7ab2b8651,day,capturepallet10,0.8914729356765747,0.9957441687583923,8,0.006425613578189295,0.010445709642364628,0.017938214802254215
data/pallet/raw_data/outside/capturepallet10/rgb/1778654256781122816.png,eb7ad1b2ab1447de1cd1de5008a63281f2658525c0fd756a687169797e3cedfa,day,capturepallet10,0.8821253180503845,0.9958266019821167,8,0.0059275889340379695,0.009557592812837027,0.014439332977060057
