frame_id,source_set,source_label,output_label,reason,unknown_keypoint_indices,unknown_keypoint_count
1775201414728017664,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201414728017664.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201414728017664.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201415399297536,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201415399297536.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201415399297536.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201416944730624,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201416944730624.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201416944730624.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201418120676608,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201418120676608.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201418120676608.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201421043401984,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201421043401984.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201421043401984.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201428535961600,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201428535961600.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201428535961600.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201429879521792,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201429879521792.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201429879521792.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201430551447040,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201430551447040.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201430551447040.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201430786751744,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201430786751744.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201430786751744.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201436800711168,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201436800711168.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201436800711168.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201442546213120,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201442546213120.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201442546213120.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1775201443822140928,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201443822140928.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201443822140928.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
1778651518865604096,eval_outside,challenge/data/01_real/eval_canonical/_outside_eval_manual_gt/1778651518865604096.json,challenge/real_gt_v2/migrated_gt/eval_canonical/_outside_eval_manual_gt/1778651518865604096.json,LEGACY_VISIBILITY_AND_PROVENANCE_UNKNOWN,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9
