frame_id,source_set,source_label,output_label,status,output_action,reasons,axis_assignment_candidates,projection_parity_max_px,rotation_orthogonality_max_error,rotation_det_max_abs_error,reflection_count,manual_kps_preserved,legacy_fields_preserved,schema_valid,yaw180_equivalence_class_exact,source_sha_before,source_sha_after,source_mtime_ns_before,source_mtime_ns_after,source_size_bytes_before,source_size_bytes_after,source_untouched
1775201414728017664,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201414728017664.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201414728017664.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",0.0,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,e440e614b099014de60e148334b5351406cc04dd00067d9b2e9090dcc7e713b3,e440e614b099014de60e148334b5351406cc04dd00067d9b2e9090dcc7e713b3,1783998398032021765,1783998398032021765,2325,2325,True
1775201415399297536,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201415399297536.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201415399297536.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,1.1102230246251565e-16,0.0,0,True,True,True,True,c710af4d3bb97a1d6aeeaf92aecd4becc13954a1b456b95386d534194ac43bee,c710af4d3bb97a1d6aeeaf92aecd4becc13954a1b456b95386d534194ac43bee,1783998419913230710,1783998419913230710,2318,2318,True
1775201416944730624,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201416944730624.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201416944730624.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,bb4de538de97681d4f40a818d942ef472fb2d1ac3079874839124cc89b9013e7,bb4de538de97681d4f40a818d942ef472fb2d1ac3079874839124cc89b9013e7,1783998437123394972,1783998437123394972,2318,2318,True
1775201418120676608,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201418120676608.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201418120676608.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",0.0,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,6275501d072e54306e8ed2499e9a4c563c7d4939fbdadce7ae6101b80852b4f4,6275501d072e54306e8ed2499e9a4c563c7d4939fbdadce7ae6101b80852b4f4,1783998479652800607,1783998479652800607,2316,2316,True
1775201421043401984,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201421043401984.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201421043401984.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",0.0,2.220446049250313e-16,0.0,0,True,True,True,True,5e04598326c2f18864bde33572fc84f3a63a31bc8a07313949088883467587de,5e04598326c2f18864bde33572fc84f3a63a31bc8a07313949088883467587de,1783998600815954255,1783998600815954255,2308,2308,True
1775201428535961600,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201428535961600.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201428535961600.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,6.260202382026924e-17,1.1102230246251565e-16,0,True,True,True,True,c0a989c54425a2c173cde64333aa7c61fefb9ce82778e020919aa9e206ea4890,c0a989c54425a2c173cde64333aa7c61fefb9ce82778e020919aa9e206ea4890,1783998631585246813,1783998631585246813,2322,2322,True
1775201429879521792,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201429879521792.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201429879521792.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,2.0462989934298177e-17,2.220446049250313e-16,0,True,True,True,True,c89ed7076066b63161d8373de92c9a9d21fab45e09d71f8f42a207aea8ae6acb,c89ed7076066b63161d8373de92c9a9d21fab45e09d71f8f42a207aea8ae6acb,1783998659421511356,1783998659421511356,2317,2317,True
1775201430551447040,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201430551447040.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201430551447040.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,1.1102230246251565e-16,0.0,0,True,True,True,True,3ce2c58978124d4fecaab98e95505f2493e27d69ca19ca70d702652d81bd0c21,3ce2c58978124d4fecaab98e95505f2493e27d69ca19ca70d702652d81bd0c21,1783998693728546239,1783998693728546239,2312,2312,True
1775201430786751744,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201430786751744.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201430786751744.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,1.1102230246251565e-16,1.1102230246251565e-16,0,True,True,True,True,cf284843b458812d47d5f566908e4d80ffc3640ccbdd0d8fee2a7bf0126a8493,cf284843b458812d47d5f566908e4d80ffc3640ccbdd0d8fee2a7bf0126a8493,1783998720546691956,1783998720546691956,2314,2314,True
1775201436800711168,eval_noapril,challenge/data/01_real/eval_canonical/capture0403noapril_manual_gt/1775201436800711168.json,challenge/real_gt_v2/migrated_gt/eval_canonical/capture0403noapril_manual_gt/1775201436800711168.json,CANONICAL_POSE_EQUIVALENCE_RESOLVED,SKIPPED_IDENTICAL,"[""FROZEN_YAW_180_EQUIVALENCE_CLASS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",8.038873388460929e-14,1.1102230246251565e-16,2.220446049250313e-16,0,True,True,True,True,8c8c2d88978ad5e1846930c4eae1796d242c6303d643725530a66b03b67b4b6e,8c8c2d88978ad5e1846930c4eae1796d242c6303d643725530a66b03b67b4b6e,1783998777469040548,1783998777469040548,2269,2269,True
